# P	count	tag	form
1.00	1	VERB	поговорю
1.00	1	VERB	исправили
1.00	1	NOUN	поленницу
1.00	1	VERB	сложили
1.00	1	VERB	раскололи
1.00	1	ADJ	незлобливые
1.00	1	ADJ	простодушные
1.00	1	VERB	подтрунить
1.00	1	ADJ	неудачную
1.00	1	NOUN	овин
1.00	1	VERB	шути
1.00	1	PROPN	Фили
1.00	1	PROPN	Филю
1.00	1	VERB	побили
1.00	1	VERB	шила
1.00	2	VERB	вязала
1.00	1	VERB	катала
1.00	2	VERB	вру
1.00	1	VERB	уняться
1.00	1	NOUN	баушки
1.00	1	NOUN	баушка
1.00	1	VERB	Усмиряй
1.00	1	NOUN	гордыню
1.00	1	VERB	усмиряй
1.00	2	VERB	уважай
1.00	1	VERB	уважат
1.00	1	VERB	Гордиться
1.00	1	VERB	Сделал
1.00	1	VERB	погордился
1.00	1	VERB	Подаешь
1.00	1	VERB	подаешь
1.00	1	VERB	поругался
1.00	2	VERB	осуждают
1.00	2	VERB	вставай
1.00	1	VERB	уходи
1.00	1	VERB	Судить
1.00	1	VERB	Обижают
1.00	2	ADJ	молода
1.00	1	VERB	повзрослела
1.00	2	VERB	обижает
1.00	1	VERB	улыбайся
1.00	1	VERB	отплачивай
1.00	1	VERB	Помолись
1.00	1	VERB	пожелай
1.00	1	NOUN	злата
1.00	1	NOUN	короба
1.00	1	VERB	наполнятся
1.00	1	VERB	забудут
1.00	2	NOUN	здравии
1.00	3	VERB	жалеет
1.00	1	ADJ	милы
1.00	1	NOUN	Апостолы
1.00	1	ADJ	невиноватый
1.00	2	VERB	попросит
1.00	1	ADJ	апостольский
1.00	1	PROPN	Герасимовна
1.00	2	PROPN	Чернова
1.00	1	VERB	спасется
1.00	1	VERB	отступится
1.00	1	NOUN	Вруны
1.00	1	NOUN	лжеклятвенники
1.00	1	VERB	спасутся
1.00	1	NOUN	Напраслина
1.00	1	VERB	возводят
1.00	1	NOUN	напраслину
1.00	1	VERB	грешит
1.00	1	VERB	забудь
1.00	2	VERB	думай
1.00	1	NOUN	обида
1.00	1	VERB	злишься
1.00	1	VERB	Молиться
1.00	1	NOUN	Добро
1.00	2	NOUN	речку
1.00	2	NOUN	подол
1.00	1	ADJ	мамкин
1.00	2	NOUN	титьку
1.00	1	ADJ	коровью
1.00	1	NOUN	Парнишку
1.00	1	ADJ	младых
1.00	1	VERB	садить
1.00	1	VERB	пугаться
1.00	1	NOUN	Мужиком
1.00	1	ADJ	33-летней
1.00	1	PROPN	Алены
1.00	1	NOUN	жительницы
1.00	1	PROPN	Тинской
1.00	1	ADJ	Нижнеингашского
1.00	2	ADJ	пьяная
1.00	1	NOUN	ссоры
1.00	3	VERB	сожгла
1.00	1	ADJ	семимесячную
1.00	1	PROPN	Софью
1.00	2	VERB	раздражала
1.00	1	NOUN	печах
1.00	1	VERB	раздражал
1.00	2	NOUN	плач
1.00	1	NOUN	внучки
1.00	2	ADJ	годовалого
1.00	1	PROPN	Катунское
1.00	1	ADJ	Смоленского
1.00	2	ADJ	Алтайского
1.00	2	ADV	заживо
1.00	1	NOUN	селянкам
1.00	2	VERB	выпивать
1.00	1	PROPN	Телецкого
1.00	1	ADJ	двухнедельную
1.00	1	PROPN	Коо
1.00	1	ADJ	Улаганского
1.00	1	VERB	Приближается
1.00	1	VERB	намеченное
1.00	5	VERB	состоятся
1.00	2	PUNCT	[
1.00	2	PUNCT	]
1.00	1	NOUN	ТрВ-Наука
1.00	2	PROPN	НИУ
1.00	2	PROPN	СМУ
1.00	2	PROPN	Веры
1.00	2	PROPN	Мысиной
1.00	1	NOUN	укрупнении
1.00	1	NOUN	невостребованности
1.00	1	ADJ	воровской
1.00	2	NOUN	отключении
1.00	1	VERB	отложим
1.00	1	ADJ	сиюминутном
1.00	1	ADJ	симптоматическом
1.00	1	VERB	бросающиеся
1.00	1	ADJ	возрастная
1.00	2	ADJ	околонаучных
1.00	1	PROPN	Мысина
1.00	1	NOUN	500+700
1.00	1	VERB	Поделюсь
1.00	3	ADJ	печальным
1.00	1	PROPN	Болибрух
1.00	1	VERB	скончавшийся
1.00	1	PROPN	Козлов
1.00	1	NOUN	горюшко
1.00	1	VERB	понавешали
1.00	3	VERB	принесло
1.00	1	ADJ	ощутимой
1.00	1	NOUN	содержательность
1.00	1	NOUN	тоску
1.00	1	ADJ	потерянному
1.00	1	ADJ	грустные
1.00	1	VERB	мыслящими
1.00	1	ADJ	тревожную
1.00	1	NOUN	рефлексию
1.00	1	VERB	Оговорюсь
1.00	1	VERB	функционирующего
1.00	1	ADJ	фатальное
1.00	1	ADJ	Шведской
1.00	1	PROPN	Уставу
1.00	2	NOUN	улучшением
1.00	1	X	emeritus
1.00	1	VERB	устремилось
1.00	1	ADJ	суммарных
1.00	1	NOUN	приплат
1.00	1	VERB	навыбираете
1.00	2	NOUN	ценз
1.00	2	ADJ	Академическое
1.00	1	NOUN	Старение
1.00	1	NOUN	старички
1.00	2	ADJ	академическое
1.00	1	ADV	неприкрыто
1.00	2	ADJ	райской
1.00	1	ADJ	многотрудной
1.00	1	NOUN	понятности
1.00	1	VERB	пошатнувшееся
1.00	1	VERB	остающееся
1.00	2	VERB	боясь
1.00	1	PART	Всё-таки
1.00	1	NOUN	лавочка
1.00	2	ADJ	совокупной
1.00	1	NOUN	Нерезиденты
1.00	1	VERB	озвучивается
1.00	1	VERB	сохранена
1.00	1	NOUN	мегагрантом
1.00	1	VERB	задело
1.00	1	ADJ	филдсовскому
1.00	1	NOUN	лауреату
1.00	1	PROPN	Станиславу
1.00	1	PROPN	Смирнову
1.00	1	VERB	проводящему
1.00	1	VERB	жалеющему
1.00	1	VERB	произносятся
1.00	3	NOUN	несправедливость
1.00	1	ADJ	безгрешны
1.00	1	NOUN	резервацией
1.00	1	NOUN	факультету
1.00	1	NOUN	членкоры
1.00	1	VERB	выстоял
1.00	1	NOUN	Администраторы
1.00	1	NOUN	заразу
1.00	1	VERB	придумает
1.00	1	NOUN	Укрупнение
1.00	1	VERB	Выскажусь
1.00	1	ADJ	тематических
1.00	4	PRON	ничему
1.00	2	NOUN	полезности
1.00	1	NOUN	универсализма
1.00	2	NOUN	взаимосвязей
1.00	1	NOUN	почвоведению
1.00	1	VERB	взаимодействующие
1.00	1	ADJ	филологического
1.00	1	VERB	соединяющего
1.00	1	VERB	выполняющие
1.00	1	VERB	штампуются
1.00	2	VERB	требующего
1.00	1	VERB	отрапортовать
1.00	4	ADJ	принципиальные
1.00	1	VERB	затронутые
1.00	2	ADJ	незамедлительного
1.00	3	ADJ	протестного
1.00	8	NOUN	объединению
1.00	1	ADJ	Республиканской
1.00	2	PROPN	РПР
1.00	1	VERB	отменено
1.00	2	VERB	закрывал
1.00	4	PROPN	Толчеев
1.00	2	VERB	отвести
1.00	1	VERB	волнуйтесь
1.00	1	PROPN	Минюсту
1.00	1	ADJ	пятнадцатидневный
1.00	1	VERB	обжаловали
1.00	1	NOUN	Рассмотрение
1.00	3	VERB	назначено
1.00	8	PROPN	Минюст
1.00	1	VERB	побегу
1.00	1	VERB	иду
1.00	1	VERB	защитите
1.00	1	ADJ	Абсурдная
1.00	1	ADJ	Республиканская
1.00	1	VERB	зарегистрирована
1.00	3	NOUN	партиями
1.00	1	PROPN	ПАРНАС
1.00	2	VERB	восстановят
1.00	1	VERB	предложу
1.00	1	ADJ	карликовых
1.00	13	VERB	состоится
1.00	1	VERB	аннигилируется
1.00	1	VERB	скомпрометирована
1.00	1	ADJ	Сильная
1.00	3	NOUN	Декабристы
1.00	1	ADJ	прагматической
1.00	1	PROPN	Фейсбуке
1.00	1	VERB	Придем
1.00	1	NOUN	автопробег
1.00	2	ADV	послезавтра
1.00	1	NOUN	масленица
1.00	1	NOUN	масленицу
1.00	4	VERB	поесть
1.00	1	NOUN	ленточки
1.00	1	ADJ	содержательный
1.00	4	VERB	потушить
1.00	1	ADJ	значимая
1.00	2	VERB	собрано
1.00	1	NOUN	жертвователей
1.00	1	ADJ	мировоззренческая
1.00	1	ADJ	Белым
1.00	1	NOUN	Процентов
1.00	1	VERB	политизированные
1.00	1	ADJ	неполитизированные
1.00	2	VERB	соотносят
1.00	2	NOUN	Требования
1.00	1	VERB	идеологизированы
1.00	1	ADJ	общедемократические
1.00	1	VERB	разойдутся
1.00	1	ADJ	партийным
1.00	2	NOUN	квартирам
1.00	1	ADJ	Наименьшая
1.00	3	NOUN	политзаключенных
1.00	1	VERB	окрашенное
1.00	2	ADJ	криминальный
1.00	1	PROPN	Лебедевым
1.00	1	VERB	идеологизированное
1.00	1	VERB	расплываться
1.00	1	ADJ	Чистых
1.00	1	PROPN	Прудах
1.00	1	NOUN	вопль
1.00	1	VERB	разогрело
1.00	4	ADJ	протестные
1.00	2	ADJ	10-го
1.00	1	ADJ	античуровский
1.00	1	ADJ	10-м
1.00	1	ADJ	24-м
1.00	1	VERB	переключило
1.00	1	NOUN	презервативы
1.00	1	NOUN	бандерлоги
1.00	1	VERB	формулирую
1.00	1	NOUN	челобитных
1.00	1	VERB	обещаю
1.00	1	NOUN	челобитную
1.00	1	VERB	начавшись
1.00	1	VERB	переросло
1.00	2	ADJ	антисистемное
1.00	1	ADJ	Антипутинское
1.00	3	NOUN	эскалации
1.00	1	ADJ	гипертрофированная
1.00	1	NOUN	персонализация
1.00	1	ADJ	авторитарные
1.00	2	VERB	персонифицированы
1.00	1	PROPN	Салазара
1.00	1	VERB	рассерженных
1.00	3	NOUN	эскалация
1.00	1	VERB	Пошла
1.00	1	VERB	выводим
1.00	2	NOUN	Контакта
1.00	1	NOUN	Реакции
1.00	1	NOUN	антилиберализма
1.00	1	NOUN	антиамериканизма
1.00	1	NOUN	паранойи
1.00	2	VERB	входим
1.00	1	NOUN	клинч
1.00	1	ADJ	несанкционированные
1.00	1	NOUN	кухнях
1.00	1	ADJ	нелегитимен
1.00	1	ADJ	долгосрочным
1.00	1	NOUN	торфяник
1.00	2	VERB	горящий
1.00	7	NOUN	представительство
1.00	1	VERB	нахожусь
1.00	1	PROPN	Дмитриева-Белановского
1.00	1	X	http://www.novayagazeta.ru/politics/48277.html
1.00	3	ADV	Долой
1.00	4	NOUN	самодержавие
1.00	2	NOUN	престолонаследие
1.00	1	NOUN	персону
1.00	4	ADJ	комплексная
1.00	1	ADJ	редакционная
1.00	1	NOUN	правка
1.00	3	ADJ	парламентский
1.00	1	NOUN	загон
1.00	1	NOUN	мейнстрим
1.00	3	NOUN	коалицию
1.00	1	VERB	принудить
1.00	2	VERB	побудить
1.00	1	NOUN	институционализация
1.00	1	VERB	институционализировать
1.00	1	VERB	спровоцировать
1.00	1	NOUN	институционализацию
1.00	1	NOUN	беспокойством
1.00	1	VERB	Объясню
1.00	1	ADJ	лукашенковский
1.00	7	PROPN	Чуров
1.00	1	NOUN	волшебник
1.00	1	NOUN	пруды
1.00	2	PROPN	Болотную
1.00	1	NOUN	мегафоны
1.00	1	VERB	разойдитесь
1.00	1	NOUN	водометы
1.00	2	ADJ	слезоточивый
1.00	1	NOUN	провокаторы
1.00	2	PROPN	Боровицкой
1.00	1	VERB	Убьем
1.00	1	VERB	Штурмовать
1.00	1	VERB	интернируют
1.00	2	ADV	быстренько
1.00	1	ADJ	медведевское
1.00	1	ADJ	карликовые
1.00	1	ADJ	брутальна
1.00	1	NOUN	испуга
1.00	1	VERB	очухались
1.00	2	NOUN	контрнаступление
1.00	1	ADJ	фронтального
1.00	1	ADJ	рассерженными
1.00	1	NOUN	эксцессов
1.00	1	VERB	сталкиваюсь
1.00	3	ADJ	разумный
1.00	1	VERB	призову
1.00	3	VERB	беречь
1.00	2	VERB	останемся
1.00	1	PROPN	Майданом
1.00	1	VERB	воспримет
1.00	1	VERB	проплаченную
1.00	3	ADJ	западными
1.00	1	NOUN	палатки
1.00	2	VERB	отдан
1.00	1	ADJ	войсковая
1.00	2	VERB	выдвинет
1.00	1	ADJ	выполнимы
1.00	1	PROPN	Акунин
1.00	1	PROPN	Белград
1.00	3	PROPN	Милошевича
1.00	1	ADJ	сербский
1.00	1	PROPN	Белграду
1.00	1	VERB	сфальсифицировал
1.00	1	ADJ	белградский
1.00	1	NOUN	штыках
1.00	1	PROPN	Тегераном
1.00	2	PROPN	Ахмадинежада
1.00	1	ADJ	нестабильный
1.00	1	NOUN	конфликтами
1.00	1	NOUN	Трусы
1.00	2	NOUN	прибежище
1.00	1	NOUN	нашистов
1.00	1	PROPN	Евгеньевича
1.00	3	PROPN	Чурова
1.00	1	NOUN	фальшивка
1.00	1	NOUN	чернилами
1.00	1	NOUN	волшебника
1.00	1	VERB	посмотрело
1.00	2	NOUN	конфетки
1.00	1	ADJ	красную
1.00	1	VERB	двигал
1.00	2	ADJ	зеленую
1.00	1	NOUN	наперстками
1.00	1	NOUN	фаворит
1.00	1	PROPN	Дима
1.00	2	VERB	тащил
1.00	1	VERB	раскачивайте
1.00	1	NOUN	крысу
1.00	1	VERB	замерзнем
1.00	1	VERB	простим
1.00	1	NOUN	самоирония
1.00	1	NOUN	мрази
1.00	1	NOUN	автопробега
1.00	1	NOUN	Госдеп
1.00	1	PROPN	Шкоды
1.00	1	PROPN	Фабии
1.00	1	ADJ	очаровательная
1.00	1	VERB	вцепилась
1.00	1	VERB	рулила
1.00	1	PROPN	Белоснежки
1.00	1	NOUN	гномов
1.00	1	PROPN	PUTINPUTOUT
1.00	1	NOUN	вбросам
1.00	1	NOUN	компроматов
1.00	1	NOUN	кибервойне
1.00	1	NOUN	легалист
1.00	1	VERB	полезли
1.00	2	NOUN	трусы
1.00	1	NOUN	постель
1.00	1	VERB	распечатывают
1.00	2	VERB	выложить
1.00	1	PROPN	Гиннеса
1.00	2	NOUN	Репрессии
1.00	1	NOUN	толерантность
1.00	5	NOUN	нетерпимости
1.00	2	ADJ	миграционные
1.00	1	ADJ	действительное
1.00	2	ADJ	невообразимое
1.00	1	ADV	централизованно
1.00	1	VERB	планируемой
1.00	3	ADV	Принципиально
1.00	1	PROPN	Закавказья
1.00	1	ADV	худо-бедно
1.00	1	VERB	затруднил
1.00	2	NOUN	прописка
1.00	1	NOUN	гастарбайтерами
1.00	2	ADJ	межнациональной
1.00	1	ADV	враждебно
1.00	1	NOUN	кавказцам
1.00	1	NOUN	выходцам
1.00	1	NOUN	уроженцам
1.00	2	PROPN	Азербайджана
1.00	3	ADJ	отрицательную
1.00	1	ADJ	исламистским
1.00	1	NOUN	подпольем
1.00	2	ADJ	северокавказских
1.00	1	NOUN	Уроженцы
1.00	1	PROPN	Карачаево-Черкессии
1.00	1	NOUN	баллам
1.00	1	VERB	подогревает
1.00	1	ADJ	антикавказские
1.00	1	ADJ	литературным
1.00	1	NOUN	неприязни
1.00	1	ADJ	иррациональная
1.00	1	ADJ	Яркий
1.00	1	VERB	ассимилированы
1.00	1	VERB	переняв
1.00	1	ADJ	двусторонний
1.00	2	ADJ	воспитательными
1.00	1	ADJ	Репрессивные
1.00	1	VERB	высылать
1.00	5	ADJ	нелегальных
1.00	1	VERB	штрафовать
1.00	2	VERB	репрессировать
1.00	1	ADJ	нелегальным
1.00	1	NOUN	мигрантам
1.00	1	ADJ	Практическое
1.00	1	ADJ	противоположный
1.00	1	VERB	приезжающих
1.00	2	NOUN	основам
1.00	1	VERB	создашь
1.00	1	NOUN	высылки
1.00	3	NOUN	нелегалов
1.00	2	VERB	въезжать
1.00	1	NOUN	паспортам
1.00	1	VERB	дактилоскопировать
1.00	1	NOUN	отпечатков
1.00	3	VERB	наказывать
1.00	1	VERB	Прописывают
1.00	1	ADJ	паспортных
1.00	2	VERB	возлагает
1.00	3	NOUN	религий
1.00	8	NOUN	ислама
1.00	1	NOUN	буддизма
1.00	1	NOUN	иудаизма
1.00	5	NOUN	конфессии
1.00	1	NOUN	преимуществу
1.00	1	ADJ	атеистическая
1.00	1	ADJ	безрелигиозная
1.00	1	NOUN	Ксенофобия
1.00	5	NOUN	мусульмане
1.00	1	NOUN	соцопросов
1.00	1	ADJ	славянское
1.00	2	NOUN	этносов
1.00	1	ADJ	удовлетворительных
1.00	1	ADJ	Служивая
1.00	1	NOUN	квазинаука
1.00	1	NOUN	Зарождение
1.00	1	NOUN	экстремизмоведения
1.00	1	VERB	действовавшем
1.00	1	VERB	отсутствовало
1.00	16	NOUN	экстремизм
1.00	1	NOUN	профилактикой
1.00	27	NOUN	экстремизма
1.00	1	VERB	упоминали
1.00	1	NOUN	каталоге
1.00	1	ADJ	Научной
1.00	1	ADJ	межвоенных
1.00	4	ADJ	Политический
1.00	1	PROPN	Верховского
1.00	1	PROPN	Прибыловского
1.00	1	PROPN	Свириденко
1.00	1	NOUN	расплывчатость
1.00	1	NOUN	беспредметность
1.00	1	NOUN	субъективность
1.00	1	ADJ	вескими
1.00	1	VERB	побуждавшими
1.00	2	VERB	воздерживаться
1.00	3	ADJ	Шанхайской
1.00	1	VERB	озаглавленной
1.00	2	NOUN	сепаратизмом
1.00	6	ADJ	экстремистских
1.00	2	VERB	охарактеризованы
1.00	1	ADJ	насильственные
1.00	1	NOUN	телеканалами
1.00	1	VERB	изгнали
1.00	1	VERB	подминала
1.00	2	VERB	сопряженных
1.00	1	ADJ	бесчеловечный
1.00	3	NOUN	думой
1.00	9	ADJ	экстремистской
1.00	1	NOUN	совершением
1.00	7	NOUN	экстремизму
1.00	1	NUM	211
1.00	1	ADJ	Межведомственной
1.00	2	VERB	Включенные
1.00	1	PROPN	Комиссию
1.00	1	NOUN	заслон
1.00	1	PROPN	Комиссией
1.00	1	NOUN	квазинауки
1.00	1	NOUN	экстремизмоведение
1.00	7	NOUN	Экстремизм
1.00	1	ADJ	философское
1.00	1	PROPN	Орел
1.00	2	NOUN	Противодействие
1.00	2	ADJ	молодежному
1.00	1	PROPN	Ульяновск
1.00	1	ADJ	философская
1.00	1	ADJ	Правовые
1.00	1	VERB	изданы
1.00	1	ADJ	Молодежный
1.00	1	NOUN	Преступления
1.00	3	ADJ	экстремистского
1.00	2	ADJ	постсоветский
1.00	1	PROPN	Тверь
1.00	1	ADJ	Антигосударственный
1.00	1	ADJ	криминологические
1.00	1	NOUN	Квалификация
1.00	1	NOUN	Экстремизмоведение
1.00	1	ADJ	лысенковской
1.00	1	ADJ	аттестационная
1.00	1	VERB	утвердила
1.00	1	VERB	впрягшихся
1.00	1	NOUN	колесницу
1.00	1	NOUN	антиэкстремизма
1.00	1	ADJ	Конституционно
1.00	1	VERB	подписавшей
1.00	1	ADJ	Шанхайскую
1.00	1	NOUN	конвенцию
1.00	3	NUM	шестидесяти
1.00	1	ADV	безраздельно
1.00	3	VERB	правит
1.00	2	VERB	Задумаемся
1.00	1	PROPN	Халикова
1.00	1	PROPN	Удмуртского
1.00	1	VERB	произошедшая
1.00	1	VERB	прокатилась
1.00	1	ADJ	зажиточные
1.00	2	NOUN	кулаки
1.00	1	ADJ	экстремистский
1.00	1	VERB	пропагандировали
1.00	1	NOUN	исключительность
1.00	1	PROPN	Лопатин
1.00	1	PROPN	Ярославле
1.00	3	NOUN	распространении
1.00	1	VERB	подписались
1.00	1	ADJ	жестокая
1.00	1	ADJ	пролетарская
1.00	1	VERB	договаривающиеся
0.50	1	PROPN	Стороны
0.50	1	NOUN	Стороны
1.00	1	VERB	обязуются
1.00	1	ADJ	Аналитическим
1.00	1	PROPN	Левады
1.00	3	VERB	затруднились
1.00	2	VERB	объявленной
1.00	1	ADJ	занимательным
1.00	1	NOUN	коллизиям
1.00	1	PROPN	Халиков
1.00	1	NOUN	мотивированность
1.00	1	VERB	подпитан
1.00	2	NOUN	посягательств
1.00	1	ADJ	правоохраняемые
1.00	1	VERB	Действующее
1.00	2	PROPN	Постановлении
1.00	2	PROPN	Пленума
1.00	1	NOUN	конвенцией
1.00	1	NOUN	сепаратизм
1.00	2	X	sic
1.00	2	ADJ	виновные
1.00	1	VERB	фигурирует
1.00	2	VERB	действующем
1.00	3	PROPN	У.
1.00	1	PROPN	Эдильсултанов
1.00	1	NOUN	Вектор
1.00	1	ADJ	Тольяттинского
1.00	1	PROPN	Плужников
1.00	2	VERB	защищенной
1.00	1	ADJ	Религиозный
1.00	1	ADJ	смысловой
1.00	1	NOUN	путанице
1.00	1	NOUN	тезисах
1.00	2	NOUN	слияние
1.00	1	ADJ	криминальным
1.00	1	ADJ	преступным
1.00	1	ADJ	лат
1.00	1	X	criminalis
1.00	1	X	crimen
1.00	1	NOUN	взаимосоотнесении
1.00	1	ADJ	методическое
1.00	1	VERB	изданное
1.00	3	NOUN	грифом
1.00	2	NOUN	Профилактика
1.00	1	NOUN	Экстремизмом
1.00	1	ADJ	крайним
1.00	1	VERB	Утверждают
1.00	1	ADJ	экстремистским
1.00	1	ADJ	крайними
1.00	1	ADJ	указанная
1.00	2	ADJ	экстремистские
1.00	1	ADJ	методическом
1.00	1	NOUN	пособии
1.00	1	NOUN	недопущении
1.00	2	VERB	принятом
1.00	3	ADJ	террористическая
1.00	1	NOUN	разновидностью
1.00	1	VERB	перерождаться
1.00	2	ADV	Опять-таки
1.00	1	VERB	насчитывают
1.00	1	VERB	выпущенное
1.00	1	ADJ	малопонятными
1.00	1	ADJ	безродными
1.00	1	NOUN	космополитами
1.00	6	ADJ	позднего
1.00	1	NOUN	нагнетанию
1.00	1	ADJ	изоляционистской
1.00	1	NOUN	истерии
1.00	1	VERB	формируя
1.00	1	ADJ	расплывчатый
1.00	1	VERB	думающего
1.00	1	VERB	развалить
1.00	1	ADJ	Значительную
1.00	1	ADJ	ближневосточных
1.00	1	NOUN	устремлений
1.00	1	NOUN	навязыванию
1.00	1	NOUN	инспирирования
1.00	1	VERB	опосредованного
1.00	1	VERB	канализирующими
1.00	2	ADJ	подрывная
1.00	1	VERB	присуждать
1.00	1	ADJ	ученую
1.00	1	ADJ	профильном
1.00	2	ADJ	виновного
1.00	2	ADJ	противоправного
1.00	1	VERB	подведена
1.00	1	PROPN	Дорохин
1.00	1	NOUN	правонарушениями
1.00	1	NOUN	разбор
1.00	1	NOUN	религиоведов
1.00	1	ADJ	социо
1.00	1	VERB	впрячься
1.00	1	ADJ	призванную
1.00	1	ADJ	властьпредержащих
1.00	1	ADJ	генеральной
1.00	1	NOUN	квазиученых
1.00	1	NOUN	Голосов
1.00	1	VERB	одуматься
1.00	1	VERB	соучаствовать
1.00	1	ADJ	околонаучного
1.00	1	NOUN	проституирования
1.00	1	NOUN	Алек
1.00	1	PROPN	Эпштейн
1.00	1	PROPN	Ph.
1.00	1	PROPN	D.
1.00	1	PROPN	Шап
1.00	2	VERB	очертить
1.00	2	VERB	упростит
1.00	5	ADJ	избирательные
1.00	1	ADJ	АБСОЛЮТНЫЕ
1.00	1	VERB	представляющую
1.00	1	NOUN	Электорат
1.00	1	DET	чьё
1.00	1	NOUN	госпредприятий
1.00	1	NOUN	отличии
1.00	2	ADV	чётко
1.00	4	DET	своём
1.00	1	VERB	отстаивающей
1.00	1	ADJ	униженных
1.00	1	VERB	оскорблённых
1.00	1	VERB	развалены
1.00	1	NOUN	бокалом
1.00	1	ADJ	первомайской
1.00	1	VERB	здравствовать
1.00	1	VERB	желаю
1.00	1	VERB	Голосуют
1.00	1	ADJ	артистическое
1.00	1	ADJ	Справедливая
1.00	1	ADJ	аморфное
1.00	2	DET	всём
1.00	1	PROPN	Михайловичу
1.00	1	PROPN	Миронову
1.00	1	ADV	бледновато
1.00	1	NOUN	однопартийцев
1.00	1	NOUN	СР
1.00	1	VERB	кинутые
1.00	1	VERB	ПРЕДСТАВЛЕНЫ
1.00	1	NOUN	жвачка
1.00	2	VERB	встали
1.00	1	NOUN	ТРЕТЬ
1.00	1	ADJ	ПОТЕНЦИАЛЬНЫХ
1.00	1	ADJ	РАЗНЫХ
1.00	2	NOUN	командировка
1.00	1	VERB	подвернувшийся
1.00	1	NOUN	перепой
1.00	1	ADJ	открепительными
1.00	2	NOUN	талонами
1.00	2	VERB	запасаются
1.00	1	NOUN	аполитичности
1.00	1	ADJ	правоцентристских
1.00	1	NOUN	ОТСУТСТВИЯ
1.00	1	NOUN	ПРЕДСТАВИТЕЛЬСТВА
1.00	2	DET	ИХ
1.00	1	PROPN	ВЗГЛЯДОВ
1.00	2	ADJ	правоцентристского
1.00	1	VERB	кинутых
1.00	1	ADJ	внушительная
1.00	1	ADJ	ЕДИНОГО
1.00	1	VERB	скис
1.00	1	ADJ	старомодной
1.00	1	ADJ	харизматичным
1.00	1	NOUN	умницей
1.00	1	ADJ	Таков
1.00	2	ADJ	примерный
1.00	2	VERB	перехожу
1.00	1	VERB	предназначаются
1.00	1	ADJ	ПРОДУМАННЫХ
1.00	1	ADJ	ПРАВИЛЬНЫХ
1.00	1	NOUN	знамёна
1.00	1	NOUN	СОВЕТЫ
1.00	1	ADJ	СЛЕДУЮЩИЕ
1.00	1	ADJ	НОВУЮ
1.00	1	VERB	реализоваться
1.00	2	VERB	мыслящей
1.00	1	NOUN	перестроение
1.00	1	ADV	неудачно
1.00	1	PROPN	ОБЪЕДИНЕНИЕ
1.00	1	VERB	Рубить
1.00	1	NOUN	ЦЕНТР
1.00	1	VERB	ЗАБЫТЬ
1.00	1	NOUN	амбициях
1.00	1	NOUN	разногласиях
1.00	1	ADJ	ПОЛИТИЧЕСКИЙ
1.00	1	PROPN	СОВЕТ
1.00	1	ADJ	чувствительном
1.00	1	NOUN	Политсовет
1.00	2	NOUN	лозунгами
1.00	1	VERB	удовлетворили
1.00	1	VERB	обыграть
1.00	1	NOUN	КОНСТИТУЦИЯ
1.00	1	ADJ	неплохим
1.00	1	ADJ	КОНСТИТУЦИОННАЯ
1.00	1	ADJ	ПРАВАЯ
1.00	1	PROPN	ПАРТИЯ
1.00	1	ADJ	беспрецедентным
1.00	1	NOUN	демократичности
1.00	3	NOUN	документом
1.00	2	NOUN	КОНСТИТУЦИИ
1.00	1	ADJ	СВЕТЛОГО
1.00	1	NOUN	БУДУЩЕГО
1.00	1	VERB	ПОПРАНЫ
1.00	1	VERB	ИЗВРАЩЕНЫ
1.00	1	VERB	прочитайте
1.00	1	VERB	начинайте
1.00	1	ADV	Фантастически
1.00	1	ADV	разительно
1.00	1	NOUN	БОРЬБУ
1.00	1	NOUN	СОБЛЮДЕНИЕ
1.00	1	ADJ	РОССИЙСКОЙ
1.00	1	PROPN	ФЕДЕРАЦИИ
1.00	1	VERB	откройте
1.00	1	VERB	поленитесь
1.00	1	VERB	Кричать
1.00	1	VERB	ушёл
1.00	1	ADJ	РЕАЛЬНЫЕ
1.00	1	NOUN	ДЕЙСТВИЯ
1.00	1	NOUN	ПРОГРАММУ
1.00	2	ADJ	основополагающих
1.00	1	ADJ	Таковыми
1.00	1	VERB	ПРЕДЛОЖИТЬ
1.00	1	VERB	предпринимая
1.00	1	ADJ	углеводородной
1.00	1	NOUN	игле
1.00	1	ADJ	аховые
1.00	1	NOUN	Тучи
1.00	1	ADJ	Целесообразно
1.00	1	NOUN	БИЗНЕС-СООБЩЕСТВУ
1.00	1	NOUN	ПОНЯТИЯМ
1.00	8	ADJ	межнациональных
1.00	1	NOUN	взрывоопасности
1.00	1	VERB	продекларировав
1.00	1	DET	ЭТОМ
1.00	1	NOUN	РЕГИОНЕ
1.00	1	NOUN	отстёгивание
1.00	1	NOUN	дани
1.00	1	VERB	распилят
1.00	2	VERB	стесняться
1.00	1	DET	ТОЙ
1.00	1	ADJ	ИНОЙ
1.00	1	ADJ	ТАКОЙ-ТО
1.00	1	VERB	солидаризируемся
1.00	1	VERB	возвысят
1.00	1	NOUN	зашоренность
1.00	2	ADJ	здравомыслящих
1.00	1	NOUN	ТЕХНАРЕЙ
1.00	2	NOUN	Доверие
1.00	2	VERB	повысится
1.00	1	NOUN	Лидерам
1.00	1	ADJ	ПРОТЕСТНОГО
1.00	1	NOUN	ДВИЖЕНИЯ
1.00	3	VERB	наступить
